Table;C;R;U;D;Program
LPSNS;;x;;;IBTI5
LPSNS;;x;;;CLFUSLST
LPSNS;;x;;;CLSHRPROLO
LPSNS;;x;;;BDL2C
LPSNS;;x;;;MIO3C
LPSNS;;x;;;CSHRA
LPSNS;;x;;;DUS101ING
LPSNS;;x;;;IBTF5
LPSNS;;x;;;CRCYM
LPSNS;;x;;;ALOVDETS
LPSNS;;x;;;LCT3C
LPSNS;;x;;;ALDLLLCBNS
LPSNS;;x;;;DUPAGMENTI
LPSNS;;x;;;DUINVXBRR2
LPSNS;;x;;;IUDLYABIRS
LPSNS;;x;;;LUCBNRIS
LPSNS;;x;;;DUINVXBRRU
LPSNS;;x;;;DUINVXBRRT
LPSNS;;x;;;GP-072-BAL-CHECKC
LPSNS;;x;;;GP-072-BAL-CHECKN
LPSNS;;x;;;DLLSTILACC
LPSNS;;x;;;DPEIM
LPSNS;;x;;;LBRCS
LPSNS;;x;;;CPBGM
LPSNS;;x;x;;GI-132-FLAGBNF
LPSNS;;x;;;ILFXTRANSA
LPSNS;;x;;;GP-145-CALC-CHRG
LPSNS;;x;;;ILSIMPREP
LPSNS;;x;;;CPBCA
LPSNS;x;x;x;x;GUCRESUB3
LPSNS;;x;x;;DECHM
LPSNS;;x;;;DPERM
LPSNS;;x;;;LBRC4
LPSNS;;x;;;IODUS
LPSNS;;x;;;CFUSM
LPSNS;;x;;;CRTR3
LPSNS;;x;;;CFUS5
LPSNS;;x;;;CLYRLYTAX
LPSNS;;x;;;IMIR5
LPSNS;;x;x;;ITOLM
LPSNS;;x;;;RCHDS
LPSNS;;x;;;XLSUPLIST
LPSNS;;x;x;;GUFFTFIX
LPSNS;;x;;;BLUSADL
LPSNS;;x;;;ILDLYVLM2
LPSNS;;x;;;ILOPLGRACC
LPSNS;;x;;;DIONC
LPSNS;;x;;;DLDLLPNLT
LPSNS;;x;;;LCBNM
LPSNS;;x;;;ALDLCBITMV
LPSNS;;x;;;BREPM
LPSNS;;x;;;LCBIM
LPSNS;;x;;;DIOGF
LPSNS;x;x;x;;LULDCUSDUB
LPSNS;;x;;;AUSTMLOJ
LPSNS;;x;;;DIOGC
LPSNS;;x;;;CLSHRFEE
LPSNS;;x;;;CMHI5
LPSNS;;x;;;LSUPS
LPSNS;;x;;;DIOEF
LPSNS;;x;x;;ALBMBHOF
LPSNS;;x;;;ILOUTCCYPA
LPSNS;;x;;;GLEASYSERV
LPSNS;x;x;;x;AUCTPSHN2
LPSNS;;x;;;GI-IXIRC3
LPSNS;;x;;;CLSHRPROF
LPSNS;;x;;;LADR4
LPSNS;;x;;;ALDLCBITCS
LPSNS;;x;;;CLSHRVOL
LPSNS;;x;;;ILFXBYCCY
LPSNS;;x;;;IIOP5
LPSNS;;x;;;BIS2C
LPSNS;;x;;;ADEIC
LPSNS;;x;;;ADEIF
LPSNS;;x;;;DLDLLNMUT
LPSNS;;x;;;IPMTM
LPSNS;;x;;;ILOUTOPCTP
LPSNS;;x;;;IMSP5
LPSNS;;x;x;;IMAGC
LPSNS;;x;;;IMSPD
LPSNS;;x;;;IMSPM
LPSNS;x;x;;;LUNYCLCTPS
LPSNS;;x;;;IUIPUSWF
LPSNS;;x;;;CLSHROUT
LPSNS;;x;;;RCHR5
LPSNS;;x;;;ILDOCTINV
LPSNS;;x;;;DULDDTACH
LPSNS;;x;;;DUDLLAEB47
LPSNS;;x;;;ALAUDINVCE
LPSNS;;x;;;IUSELDAYCN
LPSNS;;x;;;CLSHRMOST
LPSNS;;x;;;CLCPCTP
LPSNS;;x;;;DIDDF
LPSNS;;x;;;DIDEF
LPSNS;;x;;;MICCC
LPSNS;;x;;;BLACJUSPOR
LPSNS;;x;;;ADETS
LPSNS;;x;;;IUPAYLOAD
LPSNS;x;x;;x;DULDCUSTM
LPSNS;;x;;;DLTRXDWH
LPSNS;;x;;;IAUTM
LPSNS;;x;x;;LULOADFAM
LPSNS;;x;;;DUPMT202
LPSNS;;x;;;IILDA
LPSNS;;x;;;DULDCCLMVT
LPSNS;;x;;;CLOUTBLEBD
LPSNS;;x;;;AUCTPSHN
LPSNS;;x;;;INETM
LPSNS;;x;;;AUAUDINVCE
LPSNS;;x;;;GP-110-ACCBLK
LPSNS;;x;;;ALDLLBOS
LPSNS;;x;;;ILFRTRANSA
LPSNS;;x;;;ALDLLCUSAC
LPSNS;;x;;;DUINVXBR
LPSNS;;x;;;IWARM
LPSNS;;x;;;CUDLYABN
LPSNS;;x;;;CUDLYABS
LPSNS;;x;;;LCI1C
LPSNS;;x;;;GP-072-BAL-CHECK
LPSNS;;x;;;LCI2C
LPSNS;;x;;;AULOCDET
LPSNS;;x;;;DUCHQREQP
LPSNS;;x;;;DULDCBIIT
LPSNS;;x;;;IP-002TSHNPERSENT
LPSNS;;x;;;DUCALCOSTS
LPSNS;x;x;;x;LOJBMG
LPSNS;;x;;;CUGUACMCNF
LPSNS;;x;;;DULDTAXIT
LPSNS;x;x;;x;TOCMIACCO2
LPSNS;;x;;;GP-100-SWIFTHEAD
LPSNS;;x;;;AUDELICIY
LPSNS;;x;;;DLSMCTFFF
LPSNS;;x;;;AUBKEAIS
LPSNS;;x;;;DUCALCOSPE
LPSNS;;x;;;CLLSTWAR
LPSNS;;x;;;IPWDM
LPSNS;;x;;;ALDLLAWV
LPSNS;;x;;;ILLDOUTTER
LPSNS;;x;x;;LUGRID1
LPSNS;;x;;;CMRGM
LPSNS;;x;;;ILDLYVLMRP
LPSNS;;x;;;CLSHRMAS
LPSNS;x;x;;x;LSLUTIL
LPSNS;;x;;;IUCNF2
LPSNS;;x;;;ILCNFIRS
LPSNS;;x;;;IHMCS
LPSNS;;x;;;TLDLDWH
LPSNS;;x;;;IUCRSWPM2
LPSNS;;x;;;LUCTPRIS
LPSNS;;x;;;IUNETCOPM
LPSNS;;x;;;ICPIC
LPSNS;;x;;;ILOPDEATDY
LPSNS;;x;;;DUDLCCLMVT
LPSNS;;x;;;DIOUC
LPSNS;;x;;;DIOUF
LPSNS;;x;;;BPOR6
LPSNS;;x;;;LCP1C
LPSNS;;x;;;DIOTC
LPSNS;;x;;;ICPDC
LPSNS;;x;x;x;LUCLNPSNAD
LPSNS;;x;;;CLSECCOMP
LPSNS;;x;;;DIORC
LPSNS;;x;;;ALBILHOF
LPSNS;;x;;;CUEXSOUTOH
LPSNS;;x;;;LELIF
LPSNS;;x;;;ILSPFWISO
LPSNS;;x;;;IIFRA
LPSNS;;x;;;RCODS
LPSNS;;x;;;IIFR5
LPSNS;;x;;;ADLG1
LPSNS;;x;;;CLCPCTP2
LPSNS;;x;;;ADLGS
LPSNS;;x;x;;LCSI4
LPSNS;;x;;;LPSNS
LPSNS;;x;;;LPSN5
LPSNS;;x;;;LPSN4
LPSNS;;x;;;LPSN1
LPSNS;;x;;;LPT3I
LPSNS;;x;;;LLCUSDEAL
LPSNS;;x;;;CCMH5
LPSNS;;x;;;IUSELCONPM
LPSNS;;x;;;IP-031CALAMTBGE
LPSNS;;x;;;ILAUDITLO3
LPSNS;;x;;;CFINA
LPSNS;;x;;;ALDLLGFRS
LPSNS;x;x;x;;LPSIF
LPSNS;;x;;;LPSIC
LPSNS;;x;;;ISTPM
LPSNS;;x;x;;ILCNFLDFX
LPSNS;;x;;;ALDLLCUST
LPSNS;;x;;;AUSTMPR2
LPSNS;;x;;;ALDLLDIBA
LPSNS;;x;;;AUSTMPRC
LPSNS;;x;;;ILWAROPTEX
LPSNS;x;x;x;x;TOMCUST
LPSNS;;x;;;DCNIC
LPSNS;x;x;x;;DUFLICM
LPSNS;;x;;;ICVBS
LPSNS;;x;;;ALADLGS
LPSNS;;x;;;IWODM
LPSNS;;x;;;ALCRYMONIT
LPSNS;;x;;;ILLSTWARIR
LPSNS;;x;;;AUDLLTAT
LPSNS;;x;;;ILLSTWARLD
LPSNS;;x;;;ALDLL372NY
LPSNS;;x;;;ILLISTESP
LPSNS;;x;;;IIIR5
LPSNS;;x;;;ILOPMATMTH
LPSNS;;x;;;ILBGEOPT
LPSNS;x;x;;;JTREPADETS
LPSNS;;x;;;ILLSTWARFX
LPSNS;;x;;;IRS2A
LPSNS;;x;;;ILLSTWARFR
LPSNS;;x;;;CCUSC
LPSNS;;x;;;DCNDT
LPSNS;;x;;;ICNPC
LPSNS;;x;;;DIIEF
LPSNS;;x;;;CLCRYCTP
LPSNS;;x;;;DIIGF
LPSNS;;x;;;ILLDTRANSA
LPSNS;;x;;;ILCNFOPT
LPSNS;;x;;;DLNBREPES
LPSNS;;x;;;DLACCBLKPM
LPSNS;;x;;;LPIIM
LPSNS;;x;;;CUSELPAYM
LPSNS;;x;;;IULDRDSOP
LPSNS;;x;;;CLSHRCUST
LPSNS;x;x;x;;LPTIF
LPSNS;;x;;;ILOPLSTMTH
LPSNS;;x;;;LPILM
LPSNS;;x;;;IGIRC
LPSNS;;x;;;CLCASHINT
LPSNS;;x;;;DLSMCTPIM2
LPSNS;;x;;;DLSMCTPIM1
LPSNS;;x;;;XLDLLGXDAT
LPSNS;;x;;;DIIRC
LPSNS;;x;;;IPAPC
LPSNS;;x;;;DIIUF
LPSNS;;x;;;DIIUC
LPSNS;;x;;;ILNGS
LPSNS;x;x;;;DAEQ1
LPSNS;;x;;;LPTLI
LPSNS;;x;;;DLDLCCLCUS
LPSNS;;x;x;;LPI3M
LPSNS;;x;;;DUZEROBAL
LPSNS;;x;;;IMFX5
LPSNS;;x;;;CCTPC
LPSNS;;x;;;IUDLYACCAB
LPSNS;;x;;;LPI1M
LPSNS;;x;;;BSPIM
LPSNS;x;x;x;;DULDCUSPBO
LPSNS;;x;;;DUZEROBA2
LPSNS;;x;;;DULDSWCMI
LPSNS;;x;;;ICNDM
LPSNS;;x;;;IUICVBSDEL
LPSNS;;x;;;BISS5
LPSNS;;x;;;BISSA
LPSNS;;x;;;IMFR5
LPSNS;;x;;;ALBSH187
LPSNS;;x;;;DLDLLRSK
LPSNS;;x;;;IMOP5
LPSNS;;x;;;LLPERSON01
LPSNS;;x;;;DPBDC
LPSNS;;x;;;LPHYS
LPSNS;x;;;;GUCRESUB
LRCEL;;;;x;LLPMBRAAUT
LRCEL;x;;;;LRCES
LRCEO;x;x;x;;LRCEM
LRCES;;x;;;CLCALLDEP
LRCES;;x;;;BUMLYTRD
LRCES;;x;;;DULDCLEAIT
LRCES;;x;;;ILWARDTEDC
LRCES;;x;;;IMLD5
LRCES;;x;;;DULDCLEAGE
LRCES;;x;;;ILDEALNUM
LRCES;;x;;;ABA1S
LRCES;;x;;;DULDCLEACH
LRCES;;x;x;;XLEXPFLIST
LRCES;;x;;;IGFRC
LRCES;;x;;;CLFACINTRM
LRCES;;x;;;DULDSEPA
LRCES;;x;;;DUPMTVAL
LRCES;;x;;;LCLIS
LRCES;;x;;;LCLI4
LRCES;;x;;;IULDRDSFR
LRCES;;x;;;DUNXTPMTDT
LRCES;;x;;;CLPRIBASSM
LRCES;;x;;;IULOADLDTR
LRCES;;x;;;DLCONDTYP
LRCES;;x;;;IULDRDSFF
LRCES;;x;;;LOGON
LRCES;;x;;;ILIRSDEATK
LRCES;;x;;;CLWARROLL2
LRCES;;x;;;IGFXC
LRCES;;x;;;IUINVFX
LRCES;;x;;;CUCONFIFS
LRCES;;x;;;ALDLLGXINV
LRCES;;x;;;AUBKELIS
LRCES;;x;;;CLPRIBASLN
LRCES;;x;;;CFA1M
LRCES;;x;;;CUCONFIF2
LRCES;;x;;;GLEODTIME
LRCES;;x;;;IULDIRSTR
LRCES;;x;;;CLCRYOUTR
LRCES;;x;;;DULDCLEARG
LRCES;;x;;;DULDCLEARN
LRCES;;x;;;CLCRYOUT2
LRCES;;x;;;IUMLYACCF3
LRCES;;x;;;CLCRYOUTD
LRCES;;x;;;CFA2C
LRCES;;x;;;ALHKM002
LRCES;;x;;;DULDCLEAPP
LRCES;;x;;;DULDBACSGB
LRCES;;x;;;ILOPTEXPDT
LRCES;;x;;;ISIMS
LRCES;;x;;;IGFFC
LRCES;;x;;;DULDBACSIE
LRCES;;x;;;ILNOSDTFUT
LRCES;;x;;;ISIM6
LRCES;;x;;;IUIPUBART
LRCES;;x;;;ILDLYACCF3
LRCES;;x;;;CLOUTDEPFA
LRCES;;x;;;DULDSWIFT
LRCES;;x;;;AUSTMCCR
LRCES;;x;;;IUINIWARDT
LRCES;;x;;;DLDLLCLEGB
LRCES;;x;;;IGOPC
LRCES;;x;;;IULDTRPTRA
LRCES;;x;;;XGMCM
LRCES;;x;;;BDLG5
LRCES;;x;;;CLSHRPORTF
LRCES;;x;;;ILDEALTICK
LRCES;;x;;;IMCO5
LRCES;;x;;;CSHOA
LRCES;;x;;;AFOLC
LRCES;;x;;;XLTOTRCERB
LRCES;;x;;;IUFUTIRS
LRCES;;x;;;XLSUMRUBRC
LRCES;;x;;;CFAI5
LRCES;;x;;;IBTI5
LRCES;;x;;;IBTI1
LRCES;;x;;;DULDAEB19
LRCES;;x;;;AUDRMACC
LRCES;;x;;;DULDAEB34
LRCES;;x;;;DULDAEB45
LRCES;;x;;;DULDAEB46
LRCES;;x;;;DULDAEB47
LRCES;;x;;;ALDETBSH
LRCES;;x;;;ALDETBSC
LRCES;;x;;;XLTOTRBRC2
LRCES;;x;;;DUDLLPAYGB
LRCES;;x;;;IBTF5
LRCES;;x;;;DLDLLSEPA
LRCES;;x;;;IBTF1
LRCES;;x;;;IBTF2
LRCES;;x;;;XLINVCLIST
LRCES;;x;;;ILFRDEALTK
LRCES;;x;;;ALSPCDTAUT
LRCES;;x;;;BLWARBO
LRCES;;x;;;XULOADMISC
LRCES;;x;;;DUPAGMENTI
LRCES;;x;;;IULDWSIRS
LRCES;;x;;;ERICREP
LRCES;;x;;;CLLDCMAUT
LRCES;;x;;;BUMLYACRBO
LRCES;;x;;;ALBSH500
LRCES;;x;;;AUBKEGEN
LRCES;;x;;;AMDCM
LRCES;;x;;;GI-IXFRC3
LRCES;;x;;;GI-IXFRC1
LRCES;;x;;;CUORPHSEC
LRCES;;x;;;BBOKS
LRCES;;x;;;ILFXTRANSA
LRCES;;x;;;IULDIRF
LRCES;;x;;;AMVTM
LRCES;;x;;;CPBCA
LRCES;;x;;;CPBCC
LRCES;;x;;;AMVT5
LRCES;;x;;;AMVT6
LRCES;;x;;;AMVT9
LRCES;;x;;;AMVTC
LRCES;;x;;;ISFX2
LRCES;;x;;;ISFX1
LRCES;;x;;;XGEFM
LRCES;;x;;;DLCUSCOM
LRCES;;x;;;DULDDTAZV2
LRCES;;x;;;XGEFS
LRCES;;x;;;CLYRLYTAX
LRCES;;x;;;IMIR5
LRCES;;x;;;AUCLNADETS
LRCES;x;x;;x;LSLUTIL3
LRCES;;x;;;CUGUACOMAD
LRCES;;x;;;ARCDM
LRCES;;x;;;DLDLLPNLT
LRCES;;x;;;XLTOTRUBRC
LRCES;;x;;;IUCHKSTM
LRCES;;x;;;DLTRSDTLS
LRCES;;x;;;XGDSM
LRCES;;x;;;ALGENINTCD
LRCES;;x;;;CSHAA
LRCES;;x;;;LULDCUSDUB
LRCES;;x;;;ILPRPMTSTA
LRCES;;x;;;CMHI5
LRCES;;x;;;CMHIA
LRCES;;x;;;CMHIC
LRCES;;x;;;CMHIF
LRCES;;x;;;AUCOVCAL
LRCES;;x;;;IUAUDTBLES
LRCES;;x;;;GI-IXIRC3
LRCES;;x;;;GI-IXIRC1
LRCES;;x;;;ALBSH600
LRCES;;x;;;ALFOLDIR
LRCES;;x;;;DUCLIEOP
LRCES;;x;;;CLSHRVOL
LRCES;;x;;;IIOP1
LRCES;;x;;;IIOP5
LRCES;;x;;;ADEIC
LRCES;;x;;;DUDLLCLENL
LRCES;;x;;;AUDTEASP
LRCES;;x;;;IPMTM
LRCES;;x;;;XGDC1
LRCES;;x;;;XLTOTRCE
LRCES;;x;;;XGDCS
LRCES;;x;;;IUIPUSWF
LRCES;;x;;;ALSDTAXAUT
LRCES;;x;;;CLSHROUT
LRCES;;x;;;CUDLYSECTR
LRCES;;x;;;CLPBAUM
LRCES;;x;;;IUINIPMTDT
LRCES;;x;;;IUNOSVALMT
LRCES;;x;;;CLWHTSDT
LRCES;;x;;;DULDDTACH
LRCES;;x;;;DLACCDWH
LRCES;;x;;;ALDETPOL
LRCES;;x;;;IUSELDAYCN
LRCES;;x;;;CLSHRMOST
LRCES;;x;;;ILNOSDTRPO
LRCES;;x;;;ATECC
LRCES;;x;;;ADETS
LRCES;;x;;;GR-001BASELOGIC
LRCES;;;;x;WPLOGDEL
LRCES;;x;;;GI-IXFFC1
LRCES;;x;;;GI-IXFFC3
LRCES;;x;;;CSEI5
LRCES;;x;;;GI-IXLDC1
LRCES;;x;;;GI-IXLDC3
LRCES;;x;;;XGBRM
LRCES;;x;;;ALPORBSH
LRCES;;x;;;IIFXS
LRCES;;x;;;IILDA
LRCES;;x;;;ILNOSDTBND
LRCES;;x;;;GI-IXOPC3
LRCES;;x;;;GI-IXOPC1
LRCES;;x;;;ILCTMMM
LRCES;;x;;;ILCTMFX
LRCES;;x;;;DULDINBKNL
LRCES;;x;;;LULDTARGET
LRCES;;x;;;ILFRTRANSA
LRCES;;x;;;CCOMS
LRCES;;x;;;ILLDDEALIN
LRCES;;x;;;DULDDTAZV
LRCES;;x;;;XGCAS
LRCES;;x;;;XFXAS
LRCES;;x;;;CLCOMINT
LRCES;;x;;;CGUA2
LRCES;;x;;;DULDCBIIT
LRCES;;x;;;DULDSWF
LRCES;;x;;;IPFXC
LRCES;;x;;;DLCONDAUT
LRCES;;x;;;XLSUMRCERB
LRCES;;x;;;CUGUACMCNF
LRCES;;x;;;DULDTAXIT
LRCES;;x;;;GI-IXFXC3
LRCES;;x;;;GI-IXFXC1
LRCES;;x;;;ALDRMACC
LRCES;;x;;;BUINTACC2
LRCES;;x;;;GLSECPAUT
LRCES;;x;;;BUINTACCR
LRCES;;x;;;CUSHRPRCLD
LRCES;;x;;;AUDELICIY
LRCES;;x;;;DLCLESTS
LRCES;;x;;;AUBKEAIS
LRCES;;x;;;DLERRCDTRN
LRCES;;x;;;DUSTOXBR
LRCES;;x;;;IMIF5
LRCES;;x;;;IPWDM
LRCES;;x;;;CLSHRMAS
LRCES;;x;;;ILPMTDTEDC
LRCES;;x;;;IGLDC
LRCES;;x;;;IRS1A
LRCES;;x;;;CUREUTIMP
LRCES;;x;;;DUPDCONDS
LRCES;;x;;;ILNOSDTPOS
LRCES;;x;;;RUCHQCLRMV
LRCES;;x;;;CLDLLAGZ
LRCES;;x;;;IULOADFXTR
LRCES;;x;;;TLDLDWH
LRCES;;x;;;ILNOSDTPO2
LRCES;;x;x;;LPRCM
LRCES;;x;;;IUCRSWPM2
LRCES;;x;;;LPRC5
LRCES;;x;;;LPRC4
LRCES;;x;;;IIFF5
LRCES;;x;;;IIFFS
LRCES;;x;;;CUGUAACCRE
LRCES;;x;;;GLSECPINT
LRCES;;x;;;AUINTCFD
LRCES;;x;;;ILNCUDTRPO
LRCES;;x;;;IUNOSCHG2
LRCES;;x;;;CSE1M
LRCES;;x;;;GLSWMSTS
LRCES;;x;;;AMDCG
LRCES;;x;;;AMDCH
LRCES;;x;;;AMDCF
LRCES;;x;;;AMDCC
LRCES;;x;;;IIFRA
LRCES;;x;;;IIFR1
LRCES;;x;;;IIFR5
LRCES;;x;;;ILFXDEALTK
LRCES;;x;;;DULDSEBIL
LRCES;;x;;;ISFR1
LRCES;;x;;;DLCONDINT
LRCES;;x;;;BUPRCLOAD
LRCES;;x;;;AUMDCREP
LRCES;;x;;;AUBATDTE
LRCES;;x;;;DUPMTVL202
LRCES;;x;;;ISFRC
LRCES;;x;;;AULOADFOL
LRCES;;x;;;CCMHA
LRCES;;x;;;CCMHC
LRCES;;x;;;CCMH5
LRCES;;x;;;ILFXDEALIN
LRCES;;x;;;IUSELCONPM
LRCES;x;;;;AEVTO
LRCES;;x;;;BUMLYMBS
LRCES;;x;;;CCME5
LRCES;;x;;;CFINA
LRCES;;x;;;CPOS5
LRCES;;x;;;ILFXDLTICK
LRCES;;x;;;ILCONSLLD2
LRCES;;x;;;MUPMNTACC
LRCES;;x;;;IOPEC
LRCES;;x;;;GLSECMOEVT
LRCES;;x;;;IOPTS
LRCES;;x;;;CLEXSOUTO
LRCES;;x;;;CMTI5
LRCES;;x;;;ILLSTWARIR
LRCES;;x;;;CUFEECAL
LRCES;;x;;;IOPT1
LRCES;;x;;;XLTOTVAT
LRCES;;x;;;ILTRSDEAL
LRCES;;x;;;IOPTC
LRCES;;x;;;AUDLLTAT
LRCES;;x;;;XGACS
LRCES;;x;;;ILLSTWARLD
LRCES;;x;;;XGSAM
LRCES;;x;;;CMTIM
LRCES;;x;;;XGACM
LRCES;;x;;;IIIR5
LRCES;;x;;;LRCE4
LRCES;;x;;;LRCES
LRCES;;x;x;;LRCEM
LRCES;;x;;;XLSUMRCE
LRCES;;x;;;TLDLVORTE2
LRCES;;x;;;AUBKEGENRV
LRCES;;x;;;ALACCJUS8
LRCES;;x;;;ALACCJUS9
LRCES;;x;;;ALACCJUS6
LRCES;;x;;;BUMBSPOOL
LRCES;;x;;;ISLD1
LRCES;;x;;;IUNOSCHG
LRCES;;x;;;ILLDTRANSA
LRCES;;x;;;CUFACOUTS
LRCES;;x;;;ALMVTREPI
LRCES;;x;;;CMTL5
LRCES;;x;;;CMTL4
LRCES;;x;;;CMTLM
LRCES;;x;;;CUSELPAYM
LRCES;;x;;;IULDRDSOP
LRCES;;x;;;IPASC
LRCES;;x;;;LPTI5
LRCES;;x;;;IGIRC
LRCES;;x;;;CUSHRCUSTM
LRCES;;x;;;IULDRDSIR
LRCES;;x;;;IAMTC
LRCES;;x;;;CUDLYRTR
LRCES;;x;;;DUFDBMTCH
LRCES;;x;;;IEXC5
LRCES;;x;;;IMFX5
LRCES;;x;;;ALDLBSHRCN
LRCES;;x;;;GR-001ROCLOGIC
LRCES;;x;;;GBTDS
LRCES;;x;;;CUDLYSHRTR
LRCES;;x;;;CLCHECKFAC
LRCES;;x;;;CURXMRECON
LRCES;;x;;;ILNCUDTPOS
LRCES;;x;;;ALRTBKELIS
LRCES;;x;;;IMFR5
LRCES;;x;;;ALBSH187
LRCES;;x;;;ALBSH188
LRCES;;x;;;IMOP5
LRCES;;x;;;ANOSC
LRCES;;x;;;CLPERSONNL
LRCES;;x;;;IUAUDTBL
LRCES;;x;;;DUREVERSAL
LRCES;;x;;;CLSHRCMP
LRCES;x;x;;;GUCRESUB
LRCLL;;;;x;LLPMBRAAUT
LRCLL;x;;;;LRCEM
LRESS;;x;;;ATXCM
LRESS;;x;;;ABA1S
LRESS;;x;;;DLDLLGPIT
LRESS;;x;;;CUCONFIFS
LRESS;;x;;;CRMOC
LRESS;;x;;;CRMOA
LRESS;;x;;;CUCONFIF2
LRESS;;x;;;ARES1
LRESS;;x;;;ARES4
LRESS;;x;;;CUCONFIRM
LRESS;;x;;;ARESS
LRESS;;x;;;CFOIA
LRESS;;x;;;CFOIC
LRESS;;x;;;CRCIA
LRESS;;x;;;CROIC
LRESS;;x;;;CROIA
LRESS;;x;;;CFNIA
LRESS;;x;;;CFNIC
LRESS;;x;;;CITIC
LRESS;;x;;;CITIA
LRESS;;x;;;CFNOA
LRESS;;x;;;CFNOC
LRESS;x;x;;x;LSLUTIL3
LRESS;;x;;;LSUTC
LRESS;;x;;;CLCPRES
LRESS;;x;;;CCPOA
LRESS;;x;;;CCPIA
LRESS;;x;;;CRECA
LRESS;;x;;;CRMIA
LRESS;;x;;;CRMIC
LRESS;;x;;;CPAYA
LRESS;;x;;;CLCOMWAR
LRESS;;x;;;GI-031CALCTAX
LRESS;;;;x;WPLOGDEL
LRESS;;x;;;CLDLYMVT
LRESS;;x;;;CINIA
LRESS;;x;;;CINIC
LRESS;;x;;;LRESS
LRESS;;x;;;LRES4
LRESS;;x;;;LRES1
LRESS;;x;;;CRIIC
LRESS;;x;;;CRIIA
LRESS;;x;;;CPYIA
LRESS;;x;;;CPIIC
LRESS;;x;;;CLLSTWAR
LRESS;;x;;;CUCONFMIL
LRESS;;x;;;COTIA
LRESS;;x;;;COTIC
LRESS;;x;;;LPRDS
LRESS;;x;;;AUINTCFD
LRESS;;x;;;AHLP1
LRESS;;x;;;CINOA
LRESS;;x;;;CINOC
LRESS;;x;;;CPOIC
LRESS;;x;;;ATAXM
LRESS;;x;;;DLDLLPBPF
LRESS;;x;;;CFIIA
LRESS;;x;;;CFIIC
LSUPL;x;;;;LSUPS
LSUPL;;;x;;AUCTPSHN2
LSUPL;;;;x;XLGEXAUT
LSUPS;;x;;;ALDLLGXINV
LSUPS;;x;;;XLPREPLIST
LSUPS;;x;;;AUGXACC
LSUPS;;x;;;XLDLLCHQ
LSUPS;;x;;;XLTOTSUP
LSUPS;;x;;;XHVB4
LSUPS;;x;;;XHVBM
LSUPS;;x;;;XULOADCHQL
LSUPS;;x;;;XLINVCLIST
LSUPS;;x;;;XUCREPAYM
LSUPS;;x;;;XLPAYMLIST
LSUPS;;x;;;XLCREBIG
LSUPS;;x;;;XLBALOPITM
LSUPS;x;x;x;;GUCRESUB3
LSUPS;;x;;;XLACCRLIST
LSUPS;x;x;;x;LSLUTIL3
LSUPS;;x;;;XLSUPLIST
LSUPS;;x;;;LSUP4
LSUPS;;x;;;LSUPS
LSUPS;;x;x;;AUCTPSHN2
LSUPS;;x;;;XGDC4
LSUPS;;x;;;XGDCS
LSUPS;;x;;;XGPA4
LSUPS;;x;;;XGPAS
LSUPS;;x;;;XLSUPBAL
LSUPS;;x;;;XFXAS
LSUPS;;x;;;XLPAYMDUE
LSUPS;;x;;;XGBA5
LSUPS;;x;;;XGBA4
LSUPS;;x;;;XGBA1
LSUPS;;x;;;XGBA7
LSUPS;;x;;;XGBA6
LSUPS;;x;;;XGBA8
LSUPS;;x;x;x;LUCLNPSNAD
LSUPS;;x;;;TOMCUST
LSUPS;;x;;;XGACS
LSUPS;;x;;;XLBALANCE
LSUPS;;x;x;;XLPAYMFLG
LSUPS;;x;;;XLDLLGXDAT
LTARO;;x;;;DUPMTVAL
LTARO;;x;;;DLSWF103
LTARO;;x;;;DLSWF202
LTARO;;x;;;LTAR1
LTARO;;x;;;LTAR5
LTARO;;x;;;ALDLCBITMV
LTARO;;x;;;AUSTMTLL
LTARO;x;x;x;x;LULDTARGET
LTARO;;x;;;GP-166-TARGET2
MNDEF;x;;;x;LSLUTIL3
MNDEF;;;;x;GUCLEANUP
MNDEF;x;;;;GUCRESUB
NWSMN;x;;;;GUCRESUB
PRNTR;x;;x;;NPDEF
PRNTR;;;x;;PASCH
PRNTR;x;;x;;PRDEF
PRNTR;x;;;;GUCHGACLOG
PRNTR;;;x;;ILCNFLDFX
PRNTR;;;;x;GUCLEANUP
PRNTR;x;;;;GUCRESUB
PRSIO;;x;;x;GUSECPPURI
PRSIO;;x;;;PRSI5
PRSIO;;x;x;;PRSIF
PRSIO;x;x;x;;PRSIC
PRSIO;;x;;;GLSECPINT
PRSNL;;x;;;BUMLYTRD
PRSNL;;x;;;CLFACREPWA
PRSNL;;x;;;CLFACNHOAP
PRSNL;;x;;;DULDCLEAIT
PRSNL;;x;;;CLFACDOCIN
PRSNL;;x;;;ILWARDTEDC
PRSNL;;x;;;DULDCLEAGE
PRSNL;;;x;;ICCFC
PRSNL;;;x;;ICCFB
PRSNL;;x;;;DULDCLEACH
PRSNL;;x;;;DLLOGLST
PRSNL;;x;;;CLFACREPRE
PRSNL;;x;;;DULDCLEAAT
PRSNL;;x;x;;XLEXPFLIST
PRSNL;;;x;;IGFRC
PRSNL;;x;;;CLFACINTRM
PRSNL;;x;;;DULDSEPA
PRSNL;;x;;;DUPMTVAL
PRSNL;;x;;;GP-144IBAN
PRSNL;;x;;;IULDRDSFR
PRSNL;;x;;;DUNXTPMTDT
